Delta Entropy,Mole Fraction of Li,Chemical potential,Mole fraction sub lattice 1,Mole fraction sub lattice 2,dq/de,Partial molar enthalpy,Entropy,Order parameter
0.00021372903194407446,0.53625,4.040000000000005,0.0915,0.981,1.4526399617246584,-3.976308748480671,1.1808115711864486e-05,0.8895
0.00017760072080110558,0.561125,4.030000000000006,0.14225,0.98,2.419042223398053,-3.977074985201276,1.667527951163266e-05,0.83775
0.00016462998022632482,0.59375,4.020000000000006,0.22675,0.96075,6.1413490041985,-3.970940265892561,2.2257917822142622e-05,0.734
9.343391356739023e-05,0.664125,4.010000000000006,0.3995,0.92875,8.545962802592907,-3.9821566937569237,3.133854108500897e-05,0.52925
-3.198578733882449e-05,0.758625,4.000000000000006,0.76025,0.757,4.221925140159225,-4.009531764626976,3.42419650493087e-05,0.003249999999999975
-8.16702835417793e-05,0.804375,3.9900000000000064,0.79975,0.809,4.496799010551697,-4.014337744495457,3.164208242791489e-05,0.009250000000000091
-0.00012269402312985484,0.842625,3.9800000000000066,0.846,0.83925,3.3959688636438967,-4.016562818892703,2.7733615062819886e-05,0.006749999999999923
-0.00015186839527785091,0.880125,3.970000000000007,0.88075,0.8795,3.438526380270677,-4.015256781792806,2.258556971767539e-05,0.0012500000000000844
-0.00019019190172643688,0.9085,3.960000000000007,0.90625,0.91075,2.71995249827591,-4.016677186714485,1.773258925392707e-05,0.0044999999999999485
-0.0002258647847957287,0.9385,3.9500000000000073,0.939,0.938,2.292852648091113,-4.017307705869134,1.1491738956094583e-05,0.0010000000000000009
-0.00025945294620181793,0.9595,3.9400000000000075,0.95575,0.96325,1.4420361895625442,-4.017316977968149,6.3959027806203385e-06,0.007500000000000062
-0.00029368870324014956,0.970375,3.9300000000000077,0.9735,0.96725,1.2526482301193316,-4.017519233565572,3.388195061779649e-06,0.006249999999999978
-0.00032568070671859197,0.9795,3.920000000000008,0.97775,0.98125,0.7915897940245196,-4.017052850602148,5.623221288428756e-07,0.0034999999999999476
-0.00036201312327386237,0.987375,3.910000000000008,0.986,0.98875,0.5301917747676971,-4.017879910735619,-2.145472326752402e-06,0.00275000000000003
-0.0003964241764095484,0.99,3.9000000000000083,0.99225,0.98775,0.41357691642287514,-4.018134404570054,-3.140921282586874e-06,0.0044999999999999485
-0.0004280222348371582,0.992125,3.8900000000000086,0.9925,0.99175,0.2318930497016078,-4.017550625981482,-4.016895594536518e-06,0.0007500000000000284
-0.000463438720214072,0.99525,3.8800000000000088,0.995,0.9955,0.15020506834977754,-4.018104738623802,-5.4098033368040355e-06,0.000500000000000056
